account_id,plan_tier,industry,segment,region,customer_success_manager,signup_date,last_login_date,licensed_seats,active_users,support_tickets_90d,nps,renewal_month,payment_status,feature_adoption_rate,annual_recurring_revenue,seat_utilization,churn_risk,expansion_opportunity,notes
ACC0017138,Growth,Media,SMB,North America,Hannah,2023-05-27 00:00:00,2024-03-09 00:00:00,244,246,4,45,3,Late,0.54,9202.0,1.0,High,No,training pilot risk pilot procurement security procurement risk integration invoice training
ACC0006264,Growth,Manufacturing,SMB,LATAM,Grace,2024-05-06 00:00:00,2024-07-08 00:00:00,305,96,0,17,7,Current,0.565,5070.0,0.315,Low,No,procurement invoice invoice seat-expansion training security invoice invoice invoice procurement pilot
ACC0024522,Growth,Media,SMB,North America,Marcus,2022-05-08 00:00:00,2023-04-21 00:00:00,7,106,3,91,2,Current,0.704,4813.0,1.0,Low,Yes,seat-expansion invoice security risk pilot seat-expansion training
ACC0035406,Starter,Manufacturing,SMB,North America,Priya,2022-05-21 00:00:00,2023-05-04 00:00:00,102,100,1,15,8,Current,0.686,1771.0,0.98,Low,No,invoice risk risk renewal pilot security training pilot
ACC0026359,Growth,Education,SMB,EMEA,Diego,2023-06-26 00:00:00,2024-04-15 00:00:00,314,178,2,-21,9,Current,0.767,1025.0,0.567,High,No,training pilot training seat-expansion renewal pilot integration training
ACC0029146,Growth,Healthcare,SMB,EMEA,Marcus,2023-08-31 00:00:00,2023-11-27 00:00:00,183,79,1,28,3,Current,0.783,15156.0,0.432,Low,Yes,procurement pilot security training training
ACC0014372,Enterprise,Retail,Mid-Market,North America,Diego,2023-08-12 00:00:00,2023-11-27 00:00:00,47,18,3,-27,4,Current,0.717,8205.0,0.383,High,No,training renewal procurement renewal invoice training training pilot risk invoice
ACC0032621,Starter,Retail,SMB,APAC,Elena,2023-08-13 00:00:00,2024-06-11 00:00:00,349,325,0,-1,12,Current,0.372,1342.0,0.931,Medium,No,security renewal risk renewal pilot invoice seat-expansion seat-expansion
ACC0036562,Growth,Finance,Enterprise,North America,Elena,2022-06-07 00:00:00,2023-02-11 00:00:00,132,13,2,51,12,Current,0.378,6158.0,0.098,Low,No,risk pilot security integration security pilot training integration training pilot
ACC0035343,Growth,Finance,SMB,EMEA,Hannah,2023-05-23 00:00:00,2024-04-30 00:00:00,25,68,4,-10,1,Current,0.346,5302.0,1.0,High,No,integration renewal invoice renewal risk seat-expansion invoice
ACC0034935,Starter,Retail,SMB,APAC,Marcus,2023-04-04 00:00:00,2023-11-18 00:00:00,326,5,5,-30,8,Current,0.942,308.0,0.015,High,No,invoice procurement training pilot risk
ACC0010675,Growth,Retail,Enterprise,North America,Elena,2023-05-23 00:00:00,2023-09-23 00:00:00,149,373,6,32,9,Current,0.354,4261.0,1.0,Low,No,pilot renewal procurement pilot risk
ACC0017093,Pro,Education,SMB,North America,Hannah,2022-04-01 00:00:00,2022-08-07 00:00:00,362,378,4,18,11,Late,0.275,3939.0,1.0,Medium,No,renewal procurement security invoice integration seat-expansion seat-expansion training renewal pilot
ACC0021887,Starter,Retail,SMB,North America,Elena,2023-11-14 00:00:00,2024-06-13 00:00:00,138,4,1,76,4,Current,0.421,5023.0,0.029,Low,No,integration training integration renewal invoice integration
ACC0010368,Growth,Media,Enterprise,North America,Hannah,2023-01-10 00:00:00,2023-12-03 00:00:00,270,156,2,76,11,Late,0.095,2191.0,0.578,Medium,No,seat-expansion risk training procurement pilot integration
ACC0028963,Starter,Finance,SMB,North America,Marcus,2023-03-11 00:00:00,2023-06-28 00:00:00,216,93,1,-11,6,Current,0.091,1887.0,0.431,High,No,security security security renewal procurement integration invoice seat-expansion invoice training invoice
ACC0025793,Starter,Media,SMB,North America,Priya,2022-05-21 00:00:00,2023-02-19 00:00:00,50,339,3,-11,2,Late,0.951,4121.0,1.0,Medium,No,invoice pilot integration procurement invoice procurement renewal training seat-expansion security procurement
ACC0008166,Pro,Retail,SMB,North America,Marcus,2023-02-25 00:00:00,2023-03-24 00:00:00,154,128,2,38,11,Late,0.656,842.0,0.831,High,Yes,procurement security renewal security seat-expansion procurement integration training pilot
ACC0010703,Pro,Retail,Mid-Market,APAC,Hannah,2022-02-20 00:00:00,2022-09-26 00:00:00,31,298,2,-10,12,Current,0.663,8414.0,1.0,High,No,integration invoice pilot integration pilot
ACC0011990,Starter,Media,Mid-Market,North America,Marcus,2022-10-23 00:00:00,2023-10-04 00:00:00,469,156,2,99,12,Current,0.538,2960.0,0.333,Low,No,security renewal integration integration procurement security
ACC0008020,Growth,Finance,SMB,North America,Diego,2024-06-13 00:00:00,2024-12-01 00:00:00,239,280,0,-20,7,Current,0.803,1787.0,1.0,Medium,No,training invoice procurement pilot training invoice risk pilot invoice pilot pilot
ACC0026904,Starter,Retail,SMB,North America,Hannah,2022-06-29 00:00:00,2023-03-10 00:00:00,482,99,0,-48,8,Current,0.793,7059.0,0.205,Medium,No,invoice integration integration renewal training procurement
ACC0021892,Starter,Healthcare,SMB,APAC,Marcus,2023-06-11 00:00:00,2023-10-09 00:00:00,114,320,5,-6,3,Current,0.279,855.0,1.0,Medium,No,procurement pilot seat-expansion risk security security risk risk seat-expansion
ACC0007315,Starter,Manufacturing,SMB,North America,Diego,2022-11-18 00:00:00,2023-11-09 00:00:00,215,100,1,-38,3,Current,0.489,8899.0,0.465,High,No,risk risk training procurement security
ACC0035351,Enterprise,Education,Mid-Market,LATAM,Hannah,2024-02-01 00:00:00,2024-10-10 00:00:00,312,277,2,-9,6,Current,0.392,5155.0,0.888,Medium,No,procurement renewal risk pilot renewal renewal renewal risk security invoice
ACC0037952,Growth,Education,Enterprise,APAC,Marcus,2023-10-19 00:00:00,2024-03-20 00:00:00,56,21,2,14,12,Current,0.95,6324.0,0.375,Low,No,renewal invoice integration procurement invoice integration seat-expansion pilot
ACC0026432,Starter,Healthcare,Mid-Market,North America,Marcus,2023-07-12 00:00:00,2024-07-08 00:00:00,292,289,4,93,9,Current,0.577,1980.0,0.99,Low,No,invoice pilot risk training training integration risk procurement security training
ACC0006975,Starter,Manufacturing,Mid-Market,North America,Priya,2023-11-15 00:00:00,2024-11-04 00:00:00,403,116,3,47,12,Current,0.057,8133.0,0.288,High,No,security training pilot risk seat-expansion
ACC0007654,Enterprise,Media,SMB,APAC,Diego,2024-04-12 00:00:00,2025-02-17 00:00:00,425,372,3,8,4,Late,0.582,5158.0,0.875,Medium,No,risk training invoice risk integration invoice invoice
ACC0028544,Growth,Media,SMB,North America,Priya,2022-07-07 00:00:00,2022-12-29 00:00:00,291,147,1,-25,5,Current,0.727,1545.0,0.505,High,No,risk risk training renewal security procurement integration renewal training
ACC0025954,Growth,Media,SMB,North America,Hannah,2023-02-08 00:00:00,2023-10-05 00:00:00,383,205,3,77,11,Current,0.188,1029.0,0.535,Medium,No,integration security pilot invoice procurement
ACC0006372,Growth,Retail,Mid-Market,North America,Diego,2023-07-15 00:00:00,2023-07-24 00:00:00,439,10,4,-45,2,Escalated,0.233,8631.0,0.023,High,No,risk seat-expansion security procurement procurement pilot risk invoice renewal
ACC0034862,Starter,Education,SMB,North America,Hannah,2022-03-23 00:00:00,2022-10-22 00:00:00,5,145,4,92,4,Late,0.259,7784.0,1.0,Medium,No,renewal risk security training risk procurement procurement procurement renewal pilot integration
ACC0025953,Growth,Healthcare,Mid-Market,North America,Diego,2022-08-19 00:00:00,2022-10-04 00:00:00,357,16,7,38,2,Escalated,0.728,5328.0,0.045,Medium,Yes,training risk procurement integration seat-expansion renewal
ACC0015894,Starter,Retail,SMB,North America,Priya,2022-11-07 00:00:00,2023-06-03 00:00:00,70,108,2,-12,1,Current,0.446,1382.0,1.0,Medium,No,pilot procurement procurement security procurement security risk seat-expansion
ACC0010726,Starter,Retail,SMB,North America,Diego,2023-04-04 00:00:00,2024-01-22 00:00:00,149,297,2,-14,1,Current,0.066,1861.0,1.0,High,No,pilot security pilot security security procurement invoice integration procurement security renewal renewal
ACC0029043,Growth,Healthcare,Mid-Market,North America,Diego,2022-01-20 00:00:00,2022-05-26 00:00:00,79,112,3,-15,2,Current,0.472,1040.0,1.0,High,No,seat-expansion procurement renewal risk risk security integration security risk pilot
ACC0006621,Growth,Retail,SMB,North America,Diego,2022-10-04 00:00:00,2023-02-17 00:00:00,177,371,1,31,4,Current,0.896,5159.0,1.0,Low,Yes,seat-expansion pilot invoice pilot renewal invoice
ACC0006946,Starter,Healthcare,SMB,North America,Hannah,2023-06-12 00:00:00,2023-08-28 00:00:00,293,137,3,-10,11,Late,0.698,36598.0,0.468,High,No,pilot integration procurement training integration invoice training training invoice
ACC0006492,Growth,Finance,SMB,North America,Diego,2022-05-20 00:00:00,2022-09-03 00:00:00,378,278,3,10,6,Current,0.926,2183.0,0.735,Low,No,pilot procurement risk procurement renewal seat-expansion
ACC0029484,Starter,Manufacturing,Mid-Market,LATAM,Marcus,2022-08-27 00:00:00,2023-01-18 00:00:00,358,51,7,66,7,Escalated,0.472,5336.0,0.142,High,No,renewal seat-expansion seat-expansion seat-expansion security training training
ACC0016972,Pro,Manufacturing,SMB,North America,Elena,2022-05-07 00:00:00,2022-12-20 00:00:00,144,116,0,91,5,Current,0.726,3974.0,0.806,Low,Yes,risk training integration pilot training seat-expansion renewal procurement training invoice training training
ACC0037409,Starter,Media,SMB,EMEA,Grace,2023-10-21 00:00:00,2024-03-03 00:00:00,37,318,3,18,10,Current,0.424,4079.0,1.0,Low,No,pilot seat-expansion invoice renewal procurement risk training training security security pilot renewal
ACC0026797,Enterprise,Finance,Mid-Market,North America,Hannah,2022-03-14 00:00:00,2022-11-14 00:00:00,32,154,5,15,11,Current,0.6,422.0,1.0,Low,No,seat-expansion invoice renewal security seat-expansion security risk procurement procurement invoice procurement invoice
ACC0035661,Growth,Retail,SMB,LATAM,Priya,2023-05-03 00:00:00,2024-02-29 00:00:00,273,243,4,-17,11,Current,0.086,3484.0,0.89,High,No,invoice pilot seat-expansion risk security procurement invoice renewal security risk integration
ACC0006291,Pro,Manufacturing,Enterprise,North America,Elena,2023-05-22 00:00:00,2023-12-12 00:00:00,117,125,4,-10,6,Current,0.859,7840.0,1.0,Medium,No,procurement seat-expansion invoice invoice invoice seat-expansion
ACC0007978,Pro,Manufacturing,SMB,APAC,Elena,2022-08-30 00:00:00,2022-10-23 00:00:00,157,139,4,70,9,Late,0.303,11280.0,0.885,Medium,No,invoice security seat-expansion renewal training procurement procurement
ACC0033488,Pro,Retail,Mid-Market,North America,Elena,2023-02-04 00:00:00,2024-01-08 00:00:00,224,107,0,80,6,Current,0.23,5960.0,0.478,Medium,No,training security integration risk training integration
ACC0007871,Pro,Education,Mid-Market,APAC,Grace,2023-04-03 00:00:00,2023-08-10 00:00:00,395,334,1,31,5,Current,0.423,3197.0,0.846,Low,No,pilot seat-expansion renewal security integration integration integration integration seat-expansion invoice security
ACC0034658,Growth,Finance,SMB,North America,Diego,2022-11-24 00:00:00,2023-11-08 00:00:00,441,333,2,38,11,Current,0.398,16822.0,0.755,Low,No,security seat-expansion procurement invoice procurement training
ACC0010111,Pro,Manufacturing,Mid-Market,EMEA,Marcus,2023-09-18 00:00:00,2024-01-07 00:00:00,340,246,2,53,5,Current,0.668,2030.0,0.724,Low,Yes,training procurement renewal training renewal renewal procurement pilot renewal
ACC0019859,Growth,Healthcare,Enterprise,EMEA,Diego,2024-06-18 00:00:00,2024-10-20 00:00:00,314,332,2,63,5,Late,0.958,2285.0,1.0,Medium,Yes,pilot security seat-expansion seat-expansion security procurement seat-expansion risk integration training invoice procurement
ACC0022232,Pro,Manufacturing,SMB,North America,Marcus,2023-12-02 00:00:00,2024-07-14 00:00:00,484,178,7,56,11,Current,0.059,3977.0,0.368,High,No,integration procurement invoice seat-expansion integration seat-expansion security
ACC0018873,Pro,Finance,SMB,EMEA,Elena,2024-05-20 00:00:00,2024-11-10 00:00:00,264,78,5,-17,12,Current,0.063,6449.0,0.295,High,No,risk pilot renewal integration training procurement training seat-expansion invoice seat-expansion training risk
ACC0031881,Pro,Finance,SMB,North America,Marcus,2022-10-10 00:00:00,2023-07-30 00:00:00,266,141,0,14,10,Current,0.603,1300.0,0.53,Low,No,security risk renewal procurement risk integration
ACC0007716,Starter,Healthcare,SMB,North America,Elena,2022-08-03 00:00:00,2023-03-31 00:00:00,158,227,4,-44,9,Current,0.478,2493.0,1.0,Medium,No,integration risk renewal training training risk seat-expansion renewal seat-expansion seat-expansion
ACC0027736,Pro,Retail,SMB,North America,Grace,2023-10-03 00:00:00,2024-01-28 00:00:00,6,220,1,-32,11,Current,0.833,5822.0,1.0,Medium,No,integration pilot seat-expansion pilot security training renewal pilot training security invoice
ACC0007993,Starter,Manufacturing,SMB,LATAM,Grace,2023-09-17 00:00:00,2023-10-31 00:00:00,238,20,3,8,4,Current,0.605,3877.0,0.084,Low,No,risk invoice seat-expansion pilot renewal pilot security security
ACC0036973,Pro,Manufacturing,Mid-Market,APAC,Priya,2022-11-23 00:00:00,2023-08-09 00:00:00,268,259,2,27,3,Current,0.243,6514.0,0.966,High,No,security invoice renewal procurement pilot training security risk pilot risk
ACC0034674,Enterprise,Healthcare,SMB,North America,Elena,2024-06-03 00:00:00,2024-09-11 00:00:00,25,124,7,20,4,Escalated,0.089,1865.0,1.0,High,No,seat-expansion training risk integration invoice
ACC0026082,Growth,Healthcare,SMB,EMEA,Hannah,2023-10-28 00:00:00,2024-05-18 00:00:00,150,301,1,47,11,Current,0.206,2433.0,1.0,High,No,procurement seat-expansion procurement training renewal renewal seat-expansion
ACC0026488,Starter,Education,SMB,EMEA,Marcus,2024-06-16 00:00:00,2024-12-12 00:00:00,114,50,3,6,4,Late,0.224,7449.0,0.439,High,No,risk renewal training security pilot seat-expansion pilot pilot renewal
ACC0006802,Starter,Manufacturing,Mid-Market,North America,Elena,2023-01-17 00:00:00,2023-02-18 00:00:00,179,4,0,70,6,Current,0.502,4248.0,0.022,Low,No,seat-expansion invoice invoice risk integration integration risk risk
ACC0024632,Growth,Manufacturing,SMB,North America,Priya,2023-03-15 00:00:00,2023-08-30 00:00:00,486,103,0,-50,5,Current,0.234,1720.0,0.212,Medium,No,integration training procurement integration training pilot seat-expansion invoice invoice
ACC0022195,Pro,Retail,SMB,North America,Elena,2023-07-29 00:00:00,2023-09-21 00:00:00,76,92,2,-22,10,Late,0.733,3381.0,1.0,High,No,risk integration risk procurement security
ACC0007836,Enterprise,Education,Mid-Market,North America,Diego,2022-09-25 00:00:00,2023-01-25 00:00:00,358,247,3,40,6,Current,0.769,329.0,0.69,Low,No,seat-expansion training security integration integration
ACC0023816,Pro,Education,SMB,EMEA,Diego,2022-02-18 00:00:00,2022-05-31 00:00:00,175,37,4,94,5,Late,0.333,1501.0,0.211,High,No,renewal risk procurement integration integration training security risk
ACC0025381,Growth,Healthcare,SMB,North America,Grace,2022-09-02 00:00:00,2022-11-21 00:00:00,90,202,3,34,9,Current,0.833,5583.0,1.0,Low,Yes,pilot security security security integration procurement training invoice security seat-expansion pilot
ACC0008009,Growth,Manufacturing,Mid-Market,EMEA,Marcus,2023-02-17 00:00:00,2023-12-04 00:00:00,211,86,6,-8,9,Current,0.454,650.0,0.408,High,No,renewal integration integration training pilot integration
ACC0027269,Enterprise,Finance,SMB,LATAM,Marcus,2023-12-05 00:00:00,2024-09-10 00:00:00,379,191,2,-26,9,Current,0.061,1448.0,0.504,Medium,No,security security risk seat-expansion seat-expansion security
ACC0007532,Growth,Retail,Mid-Market,EMEA,Marcus,2024-03-07 00:00:00,2024-08-09 00:00:00,337,144,4,62,4,Current,0.779,4842.0,0.427,Low,Yes,training pilot seat-expansion renewal training procurement security training seat-expansion
ACC0014891,Enterprise,Education,Mid-Market,North America,Elena,2022-09-21 00:00:00,2023-07-25 00:00:00,446,301,1,-27,6,Current,0.46,9811.0,0.675,High,No,risk training pilot renewal risk pilot procurement pilot security security risk
ACC0010533,Growth,Retail,Mid-Market,North America,Elena,2023-01-20 00:00:00,2023-12-06 00:00:00,222,130,1,93,3,Current,0.716,7542.0,0.586,Low,Yes,procurement risk procurement security risk seat-expansion renewal invoice
ACC0026109,Pro,Manufacturing,SMB,EMEA,Diego,2022-10-07 00:00:00,2022-11-21 00:00:00,125,210,4,-30,11,Current,0.919,6738.0,1.0,High,No,security pilot integration training invoice pilot risk procurement integration invoice
ACC0006729,Starter,Manufacturing,Mid-Market,North America,Diego,2023-09-20 00:00:00,2024-08-26 00:00:00,83,93,1,-3,6,Current,0.721,6626.0,1.0,High,No,procurement invoice training procurement seat-expansion procurement risk pilot
ACC0028679,Pro,Manufacturing,SMB,North America,Marcus,2023-03-23 00:00:00,2024-02-28 00:00:00,183,283,4,92,1,Current,0.111,2750.0,1.0,Medium,No,pilot risk procurement pilot integration
ACC0023534,Starter,Retail,SMB,North America,Diego,2022-02-04 00:00:00,2023-01-21 00:00:00,92,144,1,25,8,Current,0.183,6816.0,1.0,High,No,procurement seat-expansion seat-expansion seat-expansion risk renewal integration integration risk pilot
ACC0031174,Growth,Education,SMB,EMEA,Marcus,2024-06-01 00:00:00,2025-01-19 00:00:00,74,306,6,67,12,Escalated,0.391,747.0,1.0,High,No,integration pilot risk security pilot security procurement procurement pilot
ACC0031059,Starter,Healthcare,SMB,EMEA,Elena,2023-10-20 00:00:00,2024-08-26 00:00:00,473,3,1,29,12,Current,0.578,965.0,0.006,Low,No,renewal pilot renewal seat-expansion renewal training training renewal seat-expansion
ACC0024317,Growth,Finance,SMB,North America,Grace,2024-03-01 00:00:00,2025-02-15 00:00:00,128,25,2,4,3,Current,0.701,2725.0,0.195,Low,No,risk integration risk procurement training
ACC0014491,Enterprise,Retail,SMB,North America,Grace,2023-01-24 00:00:00,2023-12-14 00:00:00,110,4,5,57,7,Current,0.119,5276.0,0.036,Medium,No,pilot pilot seat-expansion renewal security procurement procurement invoice procurement renewal
